path,size_bytes,category,staging_policy,future_destination,provenance_reference,notes
output/imagegen/runtime-v1/parse-mantis-linear-projectile-impact-runtime-v1.png,2603,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/parse-mantis-linear-projectile-impact-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/parse-mantis-linear-projectile-runtime-v1.png,1713,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/parse-mantis-linear-projectile-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/radial-projectile-impact-runtime-v1.png,674,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/radial-projectile-impact-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/radial-projectile-runtime-v1.png,526,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/radial-projectile-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/senior-engineer-attack-keyboard-runtime-v1.png,127856,runtime-approved,stage-runtime,game/public/assets/sprites/player/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/senior-engineer-damage-runtime-v1.png,129611,runtime-approved,stage-runtime,game/public/assets/sprites/player/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/senior-engineer-defeat-runtime-v1.png,140266,runtime-approved,stage-runtime,game/public/assets/sprites/player/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/senior-engineer-emergency-extraction-runtime-v1.png,30872,runtime-approved,stage-runtime,game/public/assets/sprites/player/,output/imagegen/runtime-v1/senior-engineer-emergency-extraction-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/senior-engineer-idle-runtime-v1.png,112852,runtime-approved,stage-runtime,game/public/assets/sprites/player/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/senior-engineer-seated-narrative-runtime-v1.png,141255,superseded-rejected,exclude-from-baseline,,output/imagegen/runtime-v1/senior-engineer-seated-narrative-runtime-v1.md,"Secuencia C4 incorrecta; reemplazada por wake-stand runtime v2"
output/imagegen/runtime-v1/senior-engineer-wake-stand-runtime-v2.png,121408,runtime-approved,stage-runtime,game/public/assets/sprites/player/,output/imagegen/runtime-v1/senior-engineer-wake-stand-runtime-v2.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/senior-engineer-walk-runtime-v1.png,117734,runtime-approved,stage-runtime,game/public/assets/sprites/player/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/senior-engineer-attack-keyboard-chroma.png,1390506,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/senior-engineer-attack-keyboard-spritesheet.png,744117,master-concept-source,exclude-first-staging,assets-source/concepts/,ASSET-CLASSIFICATION.md,"Master, concepto o export previo a normalización runtime"
output/imagegen/senior-engineer-attack-keyboard-transparent.png,703428,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/senior-engineer-damage-chroma.png,1391404,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/senior-engineer-damage-spritesheet.png,729689,master-concept-source,exclude-first-staging,assets-source/concepts/,ASSET-CLASSIFICATION.md,"Master, concepto o export previo a normalización runtime"
output/imagegen/senior-engineer-damage-transparent.png,644453,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/senior-engineer-defeat-chroma.png,1363051,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/senior-engineer-defeat-spritesheet.png,674146,master-concept-source,exclude-first-staging,assets-source/concepts/,ASSET-CLASSIFICATION.md,"Master, concepto o export previo a normalización runtime"
output/imagegen/senior-engineer-defeat-transparent.png,619628,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/senior-engineer-idle-chroma.png,1379129,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/senior-engineer-idle-spritesheet.png,710423,master-concept-source,exclude-first-staging,assets-source/concepts/,ASSET-CLASSIFICATION.md,"Master, concepto o export previo a normalización runtime"
output/imagegen/senior-engineer-idle-transparent.png,687127,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/senior-engineer-rpg-spritesheet-with-keyboard-attack.png,1462322,superseded-rejected,exclude-from-baseline,,ASSET-CLASSIFICATION.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/senior-engineer-rpg-spritesheet.png,718097,master-concept-source,exclude-first-staging,assets-source/concepts/,ASSET-CLASSIFICATION.md,"Master, concepto o export previo a normalización runtime"
output/imagegen/senior-engineer-spritesheet-1536x2048.png,760984,master-concept-source,exclude-first-staging,assets-source/concepts/,ASSET-CLASSIFICATION.md,"Master, concepto o export previo a normalización runtime"
output/imagegen/senior-engineer-spritesheet-chroma.png,1375832,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/senior-engineer-spritesheet-transparent.png,697789,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/validation/priority-3-projectiles-validation-contact-sheet.png,174314,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,Reporte visual; no se carga en el juego
output/imagegen/varmorph-concept-sheet-source.png,1519118,temporary-intermediate,ignore-never-stage,,ASSET-CLASSIFICATION.md,"Fuente cromática, alpha o salida intermedia"
output/imagegen/varmorph-concept-sheet.png,995603,superseded-rejected,exclude-from-baseline,,ASSET-CLASSIFICATION.md,Reemplazado o incompatible con el alcance vigente
sprite-export/bugslayer_logo.png,1489185,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/parse-mantis-concept-sheet.png,1541288,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/parse-mantis-damage-spritesheet.png,1064096,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/parse-mantis-defeat-spritesheet.png,1022999,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/parse-mantis-idle-spritesheet.png,925820,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/parse-mantis-linear-attack-spritesheet.png,1058230,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/senior-engineer-attack-keyboard-spritesheet.png,744117,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/senior-engineer-damage-spritesheet.png,729689,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/senior-engineer-defeat-spritesheet.png,674146,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/senior-engineer-idle-spritesheet.png,710423,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
sprite-export/output/imagegen/senior-engineer-rpg-spritesheet-with-keyboard-attack.png,1462322,superseded-rejected,exclude-from-baseline,,ASSET-CLASSIFICATION.md,Reemplazado o incompatible con el alcance vigente
sprite-export/output/imagegen/senior-engineer-rpg-spritesheet.png,718097,master-legacy-export,exclude-first-staging,assets-source/legacy-export/,ASSET-CLASSIFICATION.md,Export de alta resolución o duplicado histórico
